GEO_ID,NAME,S1701_C03_009E,S1701_C03_010E,S1701_C03_016E,S1701_C03_017E
0500000US01087,"Macon County, Alabama",14.8,29,23.8,15.2
0500000US01089,"Madison County, Alabama",9.1,24.2,24.9,8.4
0500000US01091,"Marengo County, Alabama",10,39,23.8,9.9
0500000US01093,"Marion County, Alabama",18.9,44.1,13.5,19
0500000US01095,"Marshall County, Alabama",18.1,27.9,41.8,16.2
0500000US01097,"Mobile County, Alabama",12.4,32.4,21.3,12.2
0500000US01099,"Monroe County, Alabama",17.2,46.7,36.8,17.1
0500000US01101,"Montgomery County, Alabama",10.3,30.4,38.7,8.5
0500000US01103,"Morgan County, Alabama",12.7,29.5,31.8,10.8
0500000US01105,"Perry County, Alabama",15.3,46.3,0,15.3
0500000US01107,"Pickens County, Alabama",12.9,42.1,5.8,12.9
0500000US01109,"Pike County, Alabama",18.5,39.8,14.2,18.6
0500000US01111,"Randolph County, Alabama",19.3,35.1,53.1,19
0500000US01113,"Russell County, Alabama",16.9,29,14.4,17.4
0500000US01115,"St. Clair County, Alabama",15,25.9,42.7,14.4
0500000US01117,"Shelby County, Alabama",6.9,14,32.9,6.1
0500000US01119,"Sumter County, Alabama",16.2,45.8,17.8,16.2
0500000US01121,"Talladega County, Alabama",17.1,35,37.1,16.9
0500000US01123,"Tallapoosa County, Alabama",15.6,34.2,57.6,14.3
0500000US01125,"Tuscaloosa County, Alabama",13,29.8,29.5,12.4
0500000US01127,"Walker County, Alabama",21.8,31.6,47,21.3
0500000US01129,"Washington County, Alabama",13.8,24.8,57.1,13.8
0500000US01131,"Wilcox County, Alabama",11.4,50.8,89.7,11.4
0500000US01133,"Winston County, Alabama",21,55.1,38.2,20.8
0500000US02013,"Aleutians East Borough, Alaska",12.9,33.6,16.6,11.5
0500000US02016,"Aleutians West Census Area, Alaska",5.6,25.7,6.5,4.7
0500000US02020,"Anchorage Municipality, Alaska",5,15.1,9.7,4.9
0500000US02050,"Bethel Census Area, Alaska",5.2,0,17.5,5.4
0500000US02060,"Bristol Bay Borough, Alaska",1.8,0,1.9,1.7
0500000US02068,"Denali Borough, Alaska",9.6,0,30.4,9
0500000US02070,"Dillingham Census Area, Alaska",4.8,0,5.4,5.1
0500000US02090,"Fairbanks North Star Borough, Alaska",6.6,11.2,6.2,6.8
0500000US02100,"Haines Borough, Alaska",5.9,-,6.5,5.8
0500000US02105,"Hoonah-Angoon Census Area, Alaska",9.8,0,50,8.9
0500000US02110,"Juneau City and Borough, Alaska",3.7,12.5,14.2,3.6
0500000US02122,"Kenai Peninsula Borough, Alaska",8.4,2.5,12.8,8.3
0500000US02130,"Ketchikan Gateway Borough, Alaska",8.3,0,11.4,8.3
0500000US02150,"Kodiak Island Borough, Alaska",9.6,74.7,8.7,9.7
0500000US02164,"Lake and Peninsula Borough, Alaska",3.6,0,3.4,3.8
0500000US02170,"Matanuska-Susitna Borough, Alaska",9.6,18.2,8,9.7
0500000US02180,"Nome Census Area, Alaska",5.6,3.8,2.1,5.7
0500000US02185,"North Slope Borough, Alaska",3.2,9.8,0.3,3.2
0500000US02188,"Northwest Arctic Borough, Alaska",5.6,21.7,11.7,5.8
0500000US02195,"Petersburg Borough, Alaska",9.2,6.8,17.5,9.2
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",14.3,0,8.9,14.6
0500000US02220,"Sitka City and Borough, Alaska",5.4,16,7.2,5.3
0500000US02230,"Skagway Municipality, Alaska",4.8,-,0,5
0500000US02240,"Southeast Fairbanks Census Area, Alaska",12.8,0,29.4,11.8
0500000US02261,"Valdez-Cordova Census Area, Alaska",6.3,0,5,6.5
0500000US02270,"Wade Hampton Census Area, Alaska",16.4,0,10,16.7
0500000US02275,"Wrangell City and Borough, Alaska",5,100,0,5
0500000US02282,"Yakutat City and Borough, Alaska",1.7,0,0,1.7
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",14.6,29.4,80,13.2
0500000US04001,"Apache County, Arizona",18.4,27.6,24.6,17.8
0500000US04003,"Cochise County, Arizona",16.4,14.5,25.6,13
0500000US04005,"Coconino County, Arizona",17.3,19.8,31.6,15.8
0500000US04007,"Gila County, Arizona",17.7,46.7,22.6,16.8
0500000US04009,"Graham County, Arizona",16.6,23.9,19.2,15.5
0500000US04011,"Greenlee County, Arizona",13.8,0,16.4,13.6
0500000US04012,"La Paz County, Arizona",16,0,22.7,14
0500000US04013,"Maricopa County, Arizona",15.4,25.4,29.4,10
0500000US04015,"Mohave County, Arizona",19.3,47.9,29.2,18
0500000US04017,"Navajo County, Arizona",18,27.4,31.9,15.5
0500000US04019,"Pima County, Arizona",16.7,24.7,26.5,12.7
0500000US04021,"Pinal County, Arizona",14.5,16.6,24.1,10.7
0500000US04023,"Santa Cruz County, Arizona",21.9,9.6,26.6,13.9
0500000US04025,"Yavapai County, Arizona",15.1,20,28.3,13.5
0500000US04027,"Yuma County, Arizona",19.8,22.7,26,10.5
0500000US05001,"Arkansas County, Arkansas",13.1,30.7,49.3,12.2
0500000US05003,"Ashley County, Arkansas",12.9,38.3,25.8,12.2
0500000US05005,"Baxter County, Arkansas",14.7,3.1,20,14.5
0500000US05007,"Benton County, Arkansas",11.3,19.3,20.1,9.7
0500000US05009,"Boone County, Arkansas",16.4,89.7,29,16.2
0500000US05011,"Bradley County, Arkansas",20.7,45,41.1,18.7
0500000US05013,"Calhoun County, Arkansas",14.8,22.1,6.7,15
0500000US05015,"Carroll County, Arkansas",17.5,81.1,26.9,15.8
0500000US05017,"Chicot County, Arkansas",11.7,44.8,71.9,9.4
0500000US05019,"Clark County, Arkansas",19.1,37.8,41.2,17.5
0500000US05021,"Clay County, Arkansas",20,0,0,20.1
0500000US05023,"Cleburne County, Arkansas",15.9,38.6,39.7,15.6
0500000US05025,"Cleveland County, Arkansas",13.5,53.9,4.3,13.6
0500000US05027,"Columbia County, Arkansas",14.1,44.2,72.9,13.4
0500000US05029,"Conway County, Arkansas",20.8,35,53.1,19.3
0500000US05031,"Craighead County, Arkansas",17,45.7,37.4,16
0500000US05033,"Crawford County, Arkansas",18,27.8,39.6,16.7
0500000US05035,"Crittenden County, Arkansas",10.3,39.9,17.6,10.2
0500000US05037,"Cross County, Arkansas",14,37.9,0,14.3
0500000US05039,"Dallas County, Arkansas",9.6,21.1,61.4,8.1
0500000US05041,"Desha County, Arkansas",10.9,49.6,54.8,8.9
0500000US05043,"Drew County, Arkansas",18.7,53.1,44.3,17.8
0500000US05045,"Faulkner County, Arkansas",13.2,27.4,27.8,12.6
0500000US05047,"Franklin County, Arkansas",20.1,56.3,52.2,19.5
0500000US05049,"Fulton County, Arkansas",20.6,66.7,29,20.6
0500000US05051,"Garland County, Arkansas",18.7,44.1,45.7,18.3
0500000US05053,"Grant County, Arkansas",10.3,32.4,37.3,10
0500000US05055,"Greene County, Arkansas",17.6,20.7,24,17.6
0500000US05057,"Hempstead County, Arkansas",22,33.5,57.8,15.4
0500000US05059,"Hot Spring County, Arkansas",13.8,19.6,26.8,13.3
0500000US05061,"Howard County, Arkansas",15.1,29.3,44.1,14.3
0500000US05063,"Independence County, Arkansas",22.1,57.6,43.8,20.8
0500000US05065,"Izard County, Arkansas",18.5,92.6,32.2,18.3
0500000US05067,"Jackson County, Arkansas",23.4,43,30.6,23.1
0500000US05069,"Jefferson County, Arkansas",13.4,33.3,12.2,13.3
0500000US05071,"Johnson County, Arkansas",20.6,44.4,28.3,19.1
0500000US05073,"Lafayette County, Arkansas",14.8,44.3,7.2,15
0500000US05075,"Lawrence County, Arkansas",23.5,4.9,70.4,23
0500000US05077,"Lee County, Arkansas",13.8,41.4,31.6,14.1
0500000US05079,"Lincoln County, Arkansas",23.6,39,27.8,23.3
0500000US05081,"Little River County, Arkansas",15,18.9,40.6,15.1
0500000US05083,"Logan County, Arkansas",15.6,65.5,49.8,15.5
0500000US05085,"Lonoke County, Arkansas",11.6,29.6,22.3,11.6
0500000US05087,"Madison County, Arkansas",21,25.5,28.7,20.6
0500000US05089,"Marion County, Arkansas",18.6,77.8,40.7,18.3
0500000US05091,"Miller County, Arkansas",14.4,34.4,14.3,14.6
0500000US05093,"Mississippi County, Arkansas",20.9,38.4,20.7,21
0500000US05095,"Monroe County, Arkansas",19.1,45.5,63.5,18.6
0500000US05097,"Montgomery County, Arkansas",20,14.3,17.3,20.4
0500000US05099,"Nevada County, Arkansas",24.3,41.1,81.3,21.7
0500000US05101,"Newton County, Arkansas",18.9,100,5.1,19
0500000US05103,"Ouachita County, Arkansas",14.4,33.3,41.2,13.4
0500000US05105,"Perry County, Arkansas",12.2,38.4,2.7,12.4
0500000US05107,"Phillips County, Arkansas",11.1,46.8,13.5,11.1
0500000US05109,"Pike County, Arkansas",22.3,35.6,46.6,22
0500000US05111,"Poinsett County, Arkansas",21.7,53.4,71.3,21.1
0500000US05113,"Polk County, Arkansas",20.8,0,36.8,20.4
0500000US05115,"Pope County, Arkansas",18,40.1,36.1,16.8
0500000US05117,"Prairie County, Arkansas",18.4,33.4,28.4,18.3
0500000US05119,"Pulaski County, Arkansas",11.2,26.4,31.2,9.2
0500000US05121,"Randolph County, Arkansas",21.1,28.2,81.7,20.5
0500000US05123,"St. Francis County, Arkansas",18.6,35.3,31.3,18.3
0500000US05125,"Saline County, Arkansas",8.1,12.7,17.4,7.8
0500000US05127,"Scott County, Arkansas",20.2,-,18.8,19.7
0500000US05129,"Searcy County, Arkansas",22.3,80,54.5,21.6
0500000US05131,"Sebastian County, Arkansas",20.7,43.8,42.6,17.1
0500000US05133,"Sevier County, Arkansas",19,21.4,34,16.8
0500000US05135,"Sharp County, Arkansas",23.1,66.7,18.8,23.1
0500000US05137,"Stone County, Arkansas",26.5,-,30.7,26.4
0500000US05139,"Union County, Arkansas",14.5,35,35.6,13.4
0500000US05141,"Van Buren County, Arkansas",26.1,65.6,8.4,26.5
0500000US05143,"Washington County, Arkansas",17.2,38,31.1,16.6
0500000US05145,"White County, Arkansas",16.9,31.8,46.1,16.1
0500000US05147,"Woodruff County, Arkansas",19.9,40.9,39,19.8
0500000US05149,"Yell County, Arkansas",18.7,43.4,35.4,15.5
0500000US06001,"Alameda County, California",10.6,24.1,17.9,8.2
0500000US06003,"Alpine County, California",13.3,-,44.2,13
0500000US06005,"Amador County, California",12.2,11,20.1,11.8
0500000US06007,"Butte County, California",19.4,41.2,31.8,17.8
0500000US06009,"Calaveras County, California",11.7,13.5,15.5,11.3
0500000US06011,"Colusa County, California",13.8,49.5,16.9,9.9
0500000US06013,"Contra Costa County, California",8.9,19.5,17,6.3
0500000US06015,"Del Norte County, California",20.3,31.4,41.6,17.7
0500000US06017,"El Dorado County, California",9.7,21.3,20.3,8.8
0500000US06019,"Fresno County, California",22.3,39.6,34.9,13.2
0500000US06021,"Glenn County, California",18.6,32.8,24.2,15.4
0500000US06023,"Humboldt County, California",18.4,40.7,24.9,18.1
0500000US06025,"Imperial County, California",21.7,22.8,25.4,12
0500000US06027,"Inyo County, California",11.9,3,15.2,11.3
0500000US06029,"Kern County, California",22.7,35.5,29.6,14.6
0500000US06031,"Kings County, California",22.5,27.6,29.7,13.5
0500000US06033,"Lake County, California",21,40.6,33.8,20.5
0500000US06035,"Lassen County, California",16.7,31.4,19.8,16.6
0500000US06037,"Los Angeles County, California",16.2,24.3,23.7,10.5
0500000US06039,"Madera County, California",23.2,39.9,29.1,14.3
0500000US06041,"Marin County, California",6.6,28.1,21.1,5.5
0500000US06043,"Mariposa County, California",15.2,30.9,32.9,14.9
0500000US06045,"Mendocino County, California",18.3,35.9,29.1,16.1
0500000US06047,"Merced County, California",23.6,33,30.1,16.8
0500000US06049,"Modoc County, California",18.8,100,36.6,16.7
0500000US06051,"Mono County, California",2.9,64.3,7.8,3.1
0500000US06053,"Monterey County, California",17.7,19.4,23.1,8.3
0500000US06055,"Napa County, California",10.2,16.5,14.8,8
0500000US06057,"Nevada County, California",12.3,25.2,19.7,11.8
0500000US06059,"Orange County, California",10.8,15,20.4,7
0500000US06061,"Placer County, California",8.2,25.1,16.5,7.4
0500000US06063,"Plumas County, California",15,33.6,17.7,15.1
0500000US06065,"Riverside County, California",14.7,22.2,22.6,10
0500000US06067,"Sacramento County, California",14.9,29.3,25.4,12.4
0500000US06069,"San Benito County, California",12.7,15.2,15.4,8
0500000US06071,"San Bernardino County, California",17.4,27.3,23.1,12.6
0500000US06073,"San Diego County, California",13.8,21.2,20.6,10.7
0500000US06075,"San Francisco County, California",10.2,30,15.9,9.4
0500000US06077,"San Joaquin County, California",16.5,31,25.4,10.8
0500000US06079,"San Luis Obispo County, California",14,22.8,20.9,12.5
0500000US06081,"San Mateo County, California",7,14.2,13,4.9
0500000US06083,"Santa Barbara County, California",14.9,21.3,21.7,11.4
0500000US06085,"Santa Clara County, California",9.4,18.4,17,6.2
0500000US06087,"Santa Cruz County, California",13.3,21.2,21.8,11.1
0500000US06089,"Shasta County, California",16.5,42.1,28.9,15.8
0500000US06091,"Sierra County, California",13.8,100,42,13.8
0500000US06093,"Siskiyou County, California",21.4,28.8,33.9,20.5
0500000US06095,"Solano County, California",11.1,21.8,18.8,8.7
0500000US06097,"Sonoma County, California",10.9,18.7,19.6,9.3
0500000US06099,"Stanislaus County, California",18.9,32.7,26.9,13.5
0500000US06101,"Sutter County, California",14.7,21.4,26.4,10.3
0500000US06103,"Tehama County, California",17.8,51.9,22.5,16.6
0500000US06105,"Trinity County, California",17.7,0,27.1,17.6
0500000US06107,"Tulare County, California",27,39.9,34.4,13.8
0500000US06109,"Tuolumne County, California",14.1,23,20,13.5
0500000US06111,"Ventura County, California",10.9,14.9,18,6.1
0500000US06113,"Yolo County, California",15.5,31.2,21.3,14.4
0500000US06115,"Yuba County, California",20.6,35.3,24.3,19.7
0500000US08001,"Adams County, Colorado",12.7,30.1,21.8,7.9
0500000US08003,"Alamosa County, Colorado",29.2,75.9,33.4,21.7
0500000US08005,"Arapahoe County, Colorado",8.9,20.8,22.3,7
0500000US08007,"Archuleta County, Colorado",8.4,7.7,22.8,8.5
0500000US08009,"Baca County, Colorado",15,69,12.1,15.4
0500000US08011,"Bent County, Colorado",18.4,-,27.6,13.9
0500000US08013,"Boulder County, Colorado",13.7,28.9,30.3,11.9
0500000US08014,"Broomfield County, Colorado",5.7,27.8,7.8,5.6
0500000US08015,"Chaffee County, Colorado",8.5,0,17.8,7.8
0500000US08017,"Cheyenne County, Colorado",8.5,0,27.3,5.4
0500000US08019,"Clear Creek County, Colorado",8.6,42.2,24.5,8.2
0500000US08021,"Conejos County, Colorado",18.9,62.5,24.3,11.9
0500000US08023,"Costilla County, Colorado",26.1,-,28.8,19.6
0500000US08025,"Crowley County, Colorado",27,0,31.5,26.4
0500000US08027,"Custer County, Colorado",16.5,62.6,33.1,16.3
0500000US08029,"Delta County, Colorado",15.8,25,26.6,14.2
0500000US08031,"Denver County, Colorado",15.2,31.8,28.1,10.4
0500000US08033,"Dolores County, Colorado",19.9,-,9.2,20.7
0500000US08035,"Douglas County, Colorado",3.7,5.3,8,3.4
0500000US08037,"Eagle County, Colorado",8.4,11.4,23.3,4
0500000US08039,"Elbert County, Colorado",6.9,27.6,12.4,6.6
0500000US08041,"El Paso County, Colorado",10.7,20.5,23.2,9.4
0500000US08043,"Fremont County, Colorado",17.8,19.2,27.1,17
0500000US08045,"Garfield County, Colorado",10.8,44.9,19.5,8.5
0500000US08047,"Gilpin County, Colorado",9.7,0,6.8,10.1
0500000US08049,"Grand County, Colorado",11.7,0,15.6,11
0500000US08051,"Gunnison County, Colorado",17.7,0,42.8,15.2
0500000US08053,"Hinsdale County, Colorado",7.1,-,0,7.3
0500000US08055,"Huerfano County, Colorado",15.7,-,29,15
0500000US08057,"Jackson County, Colorado",9.5,-,34,10
0500000US08059,"Jefferson County, Colorado",8.4,15.1,17,7
0500000US08061,"Kiowa County, Colorado",14.3,0,8.2,14.8
0500000US08063,"Kit Carson County, Colorado",15,0,34.7,11.1
0500000US08065,"Lake County, Colorado",11.6,0,16.3,10.8
0500000US08067,"La Plata County, Colorado",10.4,16.6,12.2,10.4
0500000US08069,"Larimer County, Colorado",12.7,23,22.8,12.1
0500000US08071,"Las Animas County, Colorado",16.1,13.8,18.8,14.5
0500000US08073,"Lincoln County, Colorado",16.2,26.7,0.7,16.9
0500000US08075,"Logan County, Colorado",17.6,3.7,34.2,13.7
0500000US08077,"Mesa County, Colorado",15,34.2,25.9,13.7
0500000US08079,"Mineral County, Colorado",6.2,40,0,6.2
0500000US08081,"Moffat County, Colorado",9.8,100,23.3,10
0500000US08083,"Montezuma County, Colorado",15.9,24.4,33.3,13.4
0500000US08085,"Montrose County, Colorado",16.2,19.8,27.4,14
0500000US08087,"Morgan County, Colorado",11.7,18,16.7,8.9
0500000US08089,"Otero County, Colorado",24.3,38.2,40.6,14.5
0500000US08091,"Ouray County, Colorado",6.6,-,15.2,6.7
0500000US08093,"Park County, Colorado",7.7,-,8.1,7.7
0500000US08095,"Phillips County, Colorado",18.2,100,41.3,10.8
0500000US08097,"Pitkin County, Colorado",8.7,29.8,26.6,6.6
0500000US08099,"Prowers County, Colorado",22.1,15.6,34.1,15.4
0500000US08101,"Pueblo County, Colorado",16.1,29.6,27,12.8
0500000US08103,"Rio Blanco County, Colorado",16,100,40.5,13
0500000US08105,"Rio Grande County, Colorado",19.5,8.3,21.4,19
0500000US08107,"Routt County, Colorado",9.4,0,24.7,8.9
0500000US08109,"Saguache County, Colorado",22.1,37.5,34.7,18.6
0500000US08111,"San Juan County, Colorado",17.8,-,21.1,16.2
0500000US08113,"San Miguel County, Colorado",10.6,0,13,10.3
0500000US08115,"Sedgwick County, Colorado",14.8,0,16.9,14.8
0500000US08117,"Summit County, Colorado",10.9,14.8,26.7,10.2
0500000US08119,"Teller County, Colorado",7.4,0,3.3,7.6
0500000US08121,"Washington County, Colorado",12.5,100,34.9,11
0500000US08123,"Weld County, Colorado",12.3,43.3,21.4,9.8
0500000US08125,"Yuma County, Colorado",9.9,96.2,13.1,8.6
0500000US09001,"Fairfield County, Connecticut",6.3,19.9,19.4,4.6
0500000US09003,"Hartford County, Connecticut",8.5,21.3,30.7,5.9
0500000US09005,"Litchfield County, Connecticut",6.2,14.9,16.8,6.1
0500000US09007,"Middlesex County, Connecticut",5.8,22.9,16.9,5.4
0500000US09009,"New Haven County, Connecticut",9.1,23.8,28.7,7
0500000US09011,"New London County, Connecticut",7.6,17.7,24.3,6.8
0500000US09013,"Tolland County, Connecticut",5.9,16.9,12.6,5.8
0500000US09015,"Windham County, Connecticut",10.3,19,36.3,8.2
0500000US10001,"Kent County, Delaware",10.3,19.7,17.8,9.9
0500000US10003,"New Castle County, Delaware",8.3,18.2,22.9,7.1
0500000US10005,"Sussex County, Delaware",10.7,24.5,30.5,9.3
0500000US11001,"District of Columbia, District of Columbia",8.2,26.5,17.1,7.4
0500000US12001,"Alachua County, Florida",21.4,36.9,33.5,20.2
0500000US12003,"Baker County, Florida",18.1,21.2,39,17.5
0500000US12005,"Bay County, Florida",13.3,20.3,18.1,13.3
0500000US12007,"Bradford County, Florida",15.2,41.4,9.7,15.5
0500000US12009,"Brevard County, Florida",12.1,28.6,18.8,11.5
0500000US12011,"Broward County, Florida",11.4,22,14.3,10.2
0500000US12013,"Calhoun County, Florida",22.7,19.8,64.2,20.7
0500000US12015,"Charlotte County, Florida",12.3,17.2,21.8,11.7
0500000US12017,"Citrus County, Florida",16.8,39.5,26.6,16.3
0500000US12019,"Clay County, Florida",9.9,15.4,12.1,9.8
0500000US12021,"Collier County, Florida",12.2,29.7,26.8,7.8
0500000US12023,"Columbia County, Florida",16,38.2,23.6,15.9
0500000US12027,"DeSoto County, Florida",27.6,53.6,45.2,18.2
0500000US12029,"Dixie County, Florida",17.9,26.3,9.3,18
0500000US12031,"Duval County, Florida",12.3,28.8,20.6,11.5
0500000US12033,"Escambia County, Florida",12,31.4,23.7,11.5
0500000US12035,"Flagler County, Florida",12.7,33.1,28.5,12.3
0500000US12037,"Franklin County, Florida",23.4,23.7,24.5,23.4
0500000US12039,"Gadsden County, Florida",16.3,33.2,36.2,14.3
0500000US12041,"Gilchrist County, Florida",24.7,37.8,44.6,23.6
0500000US12043,"Glades County, Florida",20.8,32.3,36.1,19.4
0500000US12045,"Gulf County, Florida",16.3,13.7,32.7,15.7
0500000US12047,"Hamilton County, Florida",17.5,46.7,32.9,17.4
0500000US12049,"Hardee County, Florida",27.1,51,36.8,21.3
0500000US12051,"Hendry County, Florida",21.8,44.3,30.7,14.4
0500000US12053,"Hernando County, Florida",14.3,40.5,20.4,13.9
0500000US12055,"Highlands County, Florida",17.1,29.7,38.6,12.9
0500000US12057,"Hillsborough County, Florida",14.2,27.4,25.1,10.7
0500000US12059,"Holmes County, Florida",25.7,38.5,72.4,25.5
0500000US12061,"Indian River County, Florida",13.1,31.2,28.6,11.3
0500000US12063,"Jackson County, Florida",16.8,32.3,55.4,16
0500000US12065,"Jefferson County, Florida",10,27,28.5,9.4
0500000US12067,"Lafayette County, Florida",19.2,51.5,42.1,16.9
0500000US12069,"Lake County, Florida",13.2,23.6,21.3,11.9
0500000US12071,"Lee County, Florida",13.8,30.6,30.4,10.4
0500000US12073,"Leon County, Florida",17.9,35.6,31.3,17
0500000US12075,"Levy County, Florida",22.7,31.3,29.2,22.2
0500000US12077,"Liberty County, Florida",16.6,38.4,33,15.2
0500000US12079,"Madison County, Florida",16.7,32,7,17.1
0500000US12081,"Manatee County, Florida",12.3,29.9,32,9.7
0500000US12083,"Marion County, Florida",15.8,30.7,32.6,14.2
0500000US12085,"Martin County, Florida",9.7,28.7,33.3,7.7
0500000US12086,"Miami-Dade County, Florida",18.2,30.2,20.2,11.7
0500000US12087,"Monroe County, Florida",13.1,19.7,19.8,11.5
0500000US12089,"Nassau County, Florida",12,18.8,14.7,12
0500000US12091,"Okaloosa County, Florida",11.7,24.4,23,11.4
0500000US12093,"Okeechobee County, Florida",24.2,60.8,45,19.1
0500000US12095,"Orange County, Florida",14.3,26.7,23.4,10.6
0500000US12097,"Osceola County, Florida",17,21.2,23.2,11.9
0500000US12099,"Palm Beach County, Florida",11.5,27,21.2,8.6
0500000US12101,"Pasco County, Florida",13.8,21.5,18.8,13.2
0500000US12103,"Pinellas County, Florida",12,31.4,22.4,11.1
0500000US12105,"Polk County, Florida",15.9,29.9,26.9,13.3
0500000US12107,"Putnam County, Florida",22.6,43.4,42.1,21.1
0500000US12109,"St. Johns County, Florida",9,23.8,8.4,9
0500000US12111,"St. Lucie County, Florida",14.4,30.9,29,11.5
0500000US12113,"Santa Rosa County, Florida",11.3,22.8,18.9,11.1
0500000US12115,"Sarasota County, Florida",10,39.1,22,9.2
0500000US12117,"Seminole County, Florida",9.9,23.1,15.8,8.6
0500000US12119,"Sumter County, Florida",9.6,32.7,31.6,8.8
0500000US12121,"Suwannee County, Florida",21.5,37.2,49.3,18.7
0500000US12123,"Taylor County, Florida",11.3,25.1,18.4,11.1
0500000US12125,"Union County, Florida",16,37.3,44.9,14.9
0500000US12127,"Volusia County, Florida",14.6,36.1,26,13.6
0500000US12129,"Wakulla County, Florida",13.2,13.4,11,13.2
0500000US12131,"Walton County, Florida",16.5,33.3,19.5,16.6
0500000US12133,"Washington County, Florida",15.8,37.3,20.1,15.8
0500000US13001,"Appling County, Georgia",20.8,24.1,44.8,19.2
0500000US13003,"Atkinson County, Georgia",23.3,24.2,58.1,17.8
0500000US13005,"Bacon County, Georgia",17.1,41.1,22,16.2
0500000US13007,"Baker County, Georgia",8.9,38.6,45.5,8.6
0500000US13009,"Baldwin County, Georgia",25,40.5,66.9,24.6
0500000US13011,"Banks County, Georgia",16.5,17.7,37.5,14.9
0500000US13013,"Barrow County, Georgia",12.4,21.4,24.2,11.1
0500000US13015,"Bartow County, Georgia",14.6,24.1,33.6,13.4
0500000US13017,"Ben Hill County, Georgia",23.6,57.5,41.7,23.2
0500000US13019,"Berrien County, Georgia",22.4,42.7,20.1,22.8
0500000US13021,"Bibb County, Georgia",12.7,38.2,43.9,10.6
0500000US13023,"Bleckley County, Georgia",15.2,58.5,3.3,15.3
0500000US13025,"Brantley County, Georgia",21.2,11.8,6.5,21.5
0500000US13027,"Brooks County, Georgia",16.1,44.2,53.4,15.9
0500000US13029,"Bryan County, Georgia",10.8,19.5,13.1,11.1
0500000US13031,"Bulloch County, Georgia",28,44.8,36.3,27.8
0500000US13033,"Burke County, Georgia",18.6,48.9,13.1,18.5
0500000US13035,"Butts County, Georgia",12.9,31.5,0,13.4
0500000US13037,"Calhoun County, Georgia",18.2,49.8,58.2,18.8
0500000US13039,"Camden County, Georgia",9.3,29.1,12.3,9.2
0500000US13043,"Candler County, Georgia",25.6,34.8,50.3,22.8
0500000US13045,"Carroll County, Georgia",16.4,30,41.1,15.3
0500000US13047,"Catoosa County, Georgia",12.8,24.4,11.4,12.9
0500000US13049,"Charlton County, Georgia",16,23.5,0,16.9
0500000US13051,"Chatham County, Georgia",13.6,26.4,31.7,12.2
0500000US13053,"Chattahoochee County, Georgia",7.6,7.9,4.9,8.6
0500000US13055,"Chattooga County, Georgia",23.3,27.4,38,22.5
0500000US13057,"Cherokee County, Georgia",9,19.1,27.4,7.6
0500000US13059,"Clarke County, Georgia",34.4,37.7,45,33.2
0500000US13061,"Clay County, Georgia",22.5,60.9,0,22.7
0500000US13063,"Clayton County, Georgia",23.2,24.4,41.4,14.3
