GEO_ID,NAME,S1701_C03_009E,S1701_C03_010E,S1701_C03_016E,S1701_C03_017E
0500000US30103,"Treasure County, Montana",16.4,-,44.9,16.2
0500000US30105,"Valley County, Montana",10,0,45.8,9.4
0500000US30107,"Wheatland County, Montana",13.5,-,5.3,13.6
0500000US30109,"Wibaux County, Montana",14.2,-,0,14.5
0500000US30111,"Yellowstone County, Montana",10.9,15.2,21.7,10.7
0500000US31001,"Adams County, Nebraska",11,34.7,15.4,10.8
0500000US31003,"Antelope County, Nebraska",12.4,-,37.5,11.6
0500000US31005,"Arthur County, Nebraska",7.2,-,-,7.2
0500000US31007,"Banner County, Nebraska",15.6,0,41,14.1
0500000US31009,"Blaine County, Nebraska",16,-,-,16
0500000US31011,"Boone County, Nebraska",10.6,0,35.1,10.4
0500000US31013,"Box Butte County, Nebraska",17.4,20,37.4,14.7
0500000US31015,"Boyd County, Nebraska",12.2,12.5,41.7,12.1
0500000US31017,"Brown County, Nebraska",15.1,-,7.1,15.1
0500000US31019,"Buffalo County, Nebraska",11.8,37.2,15.6,11.3
0500000US31021,"Burt County, Nebraska",9,41.7,7.4,9
0500000US31023,"Butler County, Nebraska",8.9,0,6,9
0500000US31025,"Cass County, Nebraska",5.8,5.1,4.3,5.9
0500000US31027,"Cedar County, Nebraska",10.6,100,20,10.4
0500000US31029,"Chase County, Nebraska",12,-,23.2,10.4
0500000US31031,"Cherry County, Nebraska",10.8,-,35.1,10.9
0500000US31033,"Cheyenne County, Nebraska",13.6,9.5,53.3,10.8
0500000US31035,"Clay County, Nebraska",9.2,5.9,26.2,8.5
0500000US31037,"Colfax County, Nebraska",13.5,27,17.3,9.8
0500000US31039,"Cuming County, Nebraska",11.3,0,33.5,9.6
0500000US31041,"Custer County, Nebraska",11.4,0,15.8,11.5
0500000US31043,"Dakota County, Nebraska",12.1,62.2,20.2,8.6
0500000US31045,"Dawes County, Nebraska",15.9,75,12.1,16
0500000US31047,"Dawson County, Nebraska",13.1,29.4,19.2,9.6
0500000US31049,"Deuel County, Nebraska",13.9,-,57.1,10.8
0500000US31051,"Dixon County, Nebraska",10.6,72.2,29.6,8.3
0500000US31053,"Dodge County, Nebraska",11.6,24.2,28.1,9.9
0500000US31055,"Douglas County, Nebraska",10.8,33,29.6,8.8
0500000US31057,"Dundy County, Nebraska",9.5,-,3.3,9.9
0500000US31059,"Fillmore County, Nebraska",8.1,0,31.1,7.6
0500000US31061,"Franklin County, Nebraska",13.8,100,23.3,13.7
0500000US31063,"Frontier County, Nebraska",12.6,-,19,12.5
0500000US31065,"Furnas County, Nebraska",16.6,0,67.1,14.9
0500000US31067,"Gage County, Nebraska",11.1,9.4,23.1,11
0500000US31069,"Garden County, Nebraska",11.7,-,40.6,11.2
0500000US31071,"Garfield County, Nebraska",11.7,100,11.8,11.6
0500000US31073,"Gosper County, Nebraska",7.6,-,11.4,7.6
0500000US31075,"Grant County, Nebraska",13.4,-,69.2,12.2
0500000US31077,"Greeley County, Nebraska",11.4,54.5,38,10.9
0500000US31079,"Hall County, Nebraska",14.8,42,30.4,9.6
0500000US31081,"Hamilton County, Nebraska",9.3,0,9.9,9.2
0500000US31083,"Harlan County, Nebraska",11.4,0,44.4,10.7
0500000US31085,"Hayes County, Nebraska",7,0,19.7,6.3
0500000US31087,"Hitchcock County, Nebraska",14.6,0,3.8,14.8
0500000US31089,"Holt County, Nebraska",11.1,0,19,11.1
0500000US31091,"Hooker County, Nebraska",16.6,-,0,17
0500000US31093,"Howard County, Nebraska",9.8,100,11.7,9.7
0500000US31095,"Jefferson County, Nebraska",13.8,-,48.9,12.9
0500000US31097,"Johnson County, Nebraska",11.6,0,32.4,10.3
0500000US31099,"Kearney County, Nebraska",5.9,-,0,6.2
0500000US31101,"Keith County, Nebraska",11.3,25,25.8,10.8
0500000US31103,"Keya Paha County, Nebraska",14.4,100,-,14.4
0500000US31105,"Kimball County, Nebraska",13.1,0,35,11.3
0500000US31107,"Knox County, Nebraska",10.1,100,22.6,10.1
0500000US31109,"Lancaster County, Nebraska",13,38.5,32.2,12.1
0500000US31111,"Lincoln County, Nebraska",12.3,49.4,29.7,10.6
0500000US31113,"Logan County, Nebraska",10.9,0,63.2,10.2
0500000US31115,"Loup County, Nebraska",18,-,100,18
0500000US31117,"McPherson County, Nebraska",11.6,-,0,11.7
0500000US31119,"Madison County, Nebraska",13.7,33.5,31.4,11.3
0500000US31121,"Merrick County, Nebraska",11.3,36.4,16.8,11
0500000US31123,"Morrill County, Nebraska",13.8,27.3,15.4,13.4
0500000US31125,"Nance County, Nebraska",11.4,-,0,11.6
0500000US31127,"Nemaha County, Nebraska",8.6,33.3,30.2,8.7
0500000US31129,"Nuckolls County, Nebraska",9.6,-,62.4,8.6
0500000US31131,"Otoe County, Nebraska",10.1,3.6,26.6,8.8
0500000US31133,"Pawnee County, Nebraska",18.2,-,0,18.5
0500000US31135,"Perkins County, Nebraska",8.1,0,36.5,7.1
0500000US31137,"Phelps County, Nebraska",6.3,0,3,6.4
0500000US31139,"Pierce County, Nebraska",5.3,0,3.8,5.3
0500000US31141,"Platte County, Nebraska",8.7,76.3,25.3,6.1
0500000US31143,"Polk County, Nebraska",8.3,0,32.8,7.6
0500000US31145,"Red Willow County, Nebraska",10.8,62.5,7.8,11
0500000US31147,"Richardson County, Nebraska",16.9,0,60.6,16.9
0500000US31149,"Rock County, Nebraska",7.7,-,0,7.7
0500000US31151,"Saline County, Nebraska",12.4,95.5,26.2,7.9
0500000US31153,"Sarpy County, Nebraska",6,20.3,14.2,5.6
0500000US31155,"Saunders County, Nebraska",8.2,50,6.5,8.2
0500000US31157,"Scotts Bluff County, Nebraska",12.6,37.6,23.8,10
0500000US31159,"Seward County, Nebraska",8.3,6.1,30.9,8.2
0500000US31161,"Sheridan County, Nebraska",13.2,26.1,42.4,12
0500000US31163,"Sherman County, Nebraska",11.1,100,0,11.2
0500000US31165,"Sioux County, Nebraska",11.1,-,13.6,11
0500000US31167,"Stanton County, Nebraska",10.1,24.1,10,10.2
0500000US31169,"Thayer County, Nebraska",11.9,-,10.3,11.9
0500000US31171,"Thomas County, Nebraska",7.8,-,100,7.5
0500000US31173,"Thurston County, Nebraska",11.6,100,47.1,9.5
0500000US31175,"Valley County, Nebraska",11.9,-,71.2,11.8
0500000US31177,"Washington County, Nebraska",8.7,52.3,0.2,8.8
0500000US31179,"Wayne County, Nebraska",15.3,0,16.6,15.2
0500000US31181,"Webster County, Nebraska",11.5,-,8.6,11.9
0500000US31183,"Wheeler County, Nebraska",13.2,-,0,13.2
0500000US31185,"York County, Nebraska",9.1,59.1,32.8,8.8
0500000US32001,"Churchill County, Nevada",15,34.9,25.3,15
0500000US32003,"Clark County, Nevada",13.7,25.6,22.3,10.3
0500000US32005,"Douglas County, Nevada",9.5,12.3,14.7,8.9
0500000US32007,"Elko County, Nevada",8.6,13.3,15.8,6.2
0500000US32009,"Esmeralda County, Nevada",16.6,-,36.3,17.5
0500000US32011,"Eureka County, Nevada",16.4,-,24,15.8
0500000US32013,"Humboldt County, Nevada",8.3,6.9,4.8,9.5
0500000US32015,"Lander County, Nevada",11.4,100,7.4,12.5
0500000US32017,"Lincoln County, Nevada",14.4,-,43.7,11.9
0500000US32019,"Lyon County, Nevada",15.2,20.1,18.7,14.4
0500000US32021,"Mineral County, Nevada",19.1,39.4,24.7,17.1
0500000US32023,"Nye County, Nevada",17.6,37.3,30.2,16.2
0500000US32027,"Pershing County, Nevada",18,50,27.3,14.8
0500000US32029,"Storey County, Nevada",10.3,85.7,44,8.8
0500000US32031,"Washoe County, Nevada",14.5,35.3,25,11.8
0500000US32033,"White Pine County, Nevada",10.1,1.9,13.4,9.4
0500000US32510,"Carson City, Nevada",16,0.5,30.4,13
0500000US33001,"Belknap County, New Hampshire",10.1,8.5,16.1,10.2
0500000US33003,"Carroll County, New Hampshire",9.6,9,21.3,9.6
0500000US33005,"Cheshire County, New Hampshire",11.6,0.9,12.7,11.6
0500000US33007,"Coos County, New Hampshire",13.1,28.4,33.1,12.9
0500000US33009,"Grafton County, New Hampshire",10.6,40.6,14.9,10.5
0500000US33011,"Hillsborough County, New Hampshire",7.9,20.2,24.8,7.2
0500000US33013,"Merrimack County, New Hampshire",8.9,24.6,10.5,8.9
0500000US33015,"Rockingham County, New Hampshire",5.5,12,13.1,5.4
0500000US33017,"Strafford County, New Hampshire",10.9,7.8,8.8,10.9
0500000US33019,"Sullivan County, New Hampshire",9.2,9.4,2.5,9.2
0500000US34001,"Atlantic County, New Jersey",10.9,27.2,24.3,9
0500000US34003,"Bergen County, New Jersey",6.2,14,14.2,5
0500000US34005,"Burlington County, New Jersey",4.9,8.3,12.3,4.5
0500000US34007,"Camden County, New Jersey",7.6,21.7,30.2,6.5
0500000US34009,"Cape May County, New Jersey",10,19,25.1,9.2
0500000US34011,"Cumberland County, New Jersey",13.5,24.1,28.1,10.5
0500000US34013,"Essex County, New Jersey",8.8,24.5,23.7,6
0500000US34015,"Gloucester County, New Jersey",6.1,19.2,17,6
0500000US34017,"Hudson County, New Jersey",15.9,24,22.6,10.7
0500000US34019,"Hunterdon County, New Jersey",3.8,16.9,16,3.3
0500000US34021,"Mercer County, New Jersey",8,22.6,21.5,5.6
0500000US34023,"Middlesex County, New Jersey",9.1,11.6,18.8,5.7
0500000US34025,"Monmouth County, New Jersey",5.7,20.2,17.1,4.9
0500000US34027,"Morris County, New Jersey",4.5,9.5,10.6,3.7
0500000US34029,"Ocean County, New Jersey",10.7,17.8,19.9,10
0500000US34031,"Passaic County, New Jersey",11.1,28.4,24.6,6.6
0500000US34033,"Salem County, New Jersey",10.6,28.5,32.3,9.3
0500000US34035,"Somerset County, New Jersey",4.6,9.3,11.5,3.7
0500000US34037,"Sussex County, New Jersey",5.1,24.7,12.2,4.9
0500000US34039,"Union County, New Jersey",6.9,14.6,17.7,4.8
0500000US34041,"Warren County, New Jersey",7.1,19.6,19.6,6.3
0500000US35001,"Bernalillo County, New Mexico",15.5,26.4,23.8,11.3
0500000US35003,"Catron County, New Mexico",22.2,100,36.1,20.4
0500000US35005,"Chaves County, New Mexico",20.5,22.6,28.4,13.7
0500000US35006,"Cibola County, New Mexico",21.5,11.7,24.5,19.3
0500000US35007,"Colfax County, New Mexico",17.5,81,22,15
0500000US35009,"Curry County, New Mexico",17.2,27,29.4,12.5
0500000US35011,"De Baca County, New Mexico",15.5,-,25.7,13.1
0500000US35013,"Doña Ana County, New Mexico",27.7,31.3,33.7,14.8
0500000US35015,"Eddy County, New Mexico",12.2,7.9,16.7,9.7
0500000US35017,"Grant County, New Mexico",18.5,53.7,25.1,13.7
0500000US35019,"Guadalupe County, New Mexico",12,83.3,16.3,6.3
0500000US35021,"Harding County, New Mexico",17.6,-,24.4,13.6
0500000US35023,"Hidalgo County, New Mexico",21.6,-,25.7,18.5
0500000US35025,"Lea County, New Mexico",15.3,39.2,20.7,9.2
0500000US35027,"Lincoln County, New Mexico",14.7,19.6,28.6,10.4
0500000US35028,"Los Alamos County, New Mexico",4.7,0,13.9,3.3
0500000US35029,"Luna County, New Mexico",29.1,51.3,36.5,16.6
0500000US35031,"McKinley County, New Mexico",15,10.4,21.4,8.3
0500000US35033,"Mora County, New Mexico",22.8,25,22.7,16.7
0500000US35035,"Otero County, New Mexico",19.2,20.7,34.5,12.3
0500000US35037,"Quay County, New Mexico",19.4,22.7,28.6,13.7
0500000US35039,"Rio Arriba County, New Mexico",20.7,27.5,22,18.7
0500000US35041,"Roosevelt County, New Mexico",25.3,83.1,37.6,18.7
0500000US35043,"Sandoval County, New Mexico",11.5,5,15.8,9
0500000US35045,"San Juan County, New Mexico",14.4,11.7,23,10.8
0500000US35047,"San Miguel County, New Mexico",26.1,44.3,29.6,25.5
0500000US35049,"Santa Fe County, New Mexico",15.8,18.9,23.4,8.9
0500000US35051,"Sierra County, New Mexico",16.2,0,24.4,14.8
0500000US35053,"Socorro County, New Mexico",24.4,29.3,27.6,21.4
0500000US35055,"Taos County, New Mexico",19.8,24.2,26.3,18.3
0500000US35057,"Torrance County, New Mexico",27.6,37.4,35.2,24.1
0500000US35059,"Union County, New Mexico",14.1,55.7,15.5,11.4
0500000US35061,"Valencia County, New Mexico",20.9,27.1,29.6,17
0500000US36001,"Albany County, New York",9.5,27,26.8,9
0500000US36003,"Allegany County, New York",17.1,36.4,37.1,16.8
0500000US36005,"Bronx County, New York",23.3,27.5,36.4,13.7
0500000US36007,"Broome County, New York",14.9,45.3,43.5,14.3
0500000US36009,"Cattaraugus County, New York",16.6,30.2,30.7,16.4
0500000US36011,"Cayuga County, New York",11.6,31.7,18.4,11.5
0500000US36013,"Chautauqua County, New York",17.7,45.4,49.2,16.2
0500000US36015,"Chemung County, New York",13.7,40.9,25.8,13.6
0500000US36017,"Chenango County, New York",15.8,35,25,15.8
0500000US36019,"Clinton County, New York",14.5,33.1,40.8,14.2
0500000US36021,"Columbia County, New York",9.5,19.7,27.6,9
0500000US36023,"Cortland County, New York",13.4,20.2,16.8,13.2
0500000US36025,"Delaware County, New York",13.1,41.3,25.6,12.9
0500000US36027,"Dutchess County, New York",6.9,18.7,16.2,6.4
0500000US36029,"Erie County, New York",9.3,36.1,38.6,8.7
0500000US36031,"Essex County, New York",10.8,42,30.1,10.8
0500000US36033,"Franklin County, New York",18.1,70.9,27.3,18.1
0500000US36035,"Fulton County, New York",15.6,27.8,39.6,15.3
0500000US36037,"Genesee County, New York",10.9,51.1,31.1,10.6
0500000US36039,"Greene County, New York",13.4,27.6,18.1,13
0500000US36041,"Hamilton County, New York",9.5,81.8,9.4,9.5
0500000US36043,"Herkimer County, New York",15.4,57.8,40,15.1
0500000US36045,"Jefferson County, New York",14.7,15.2,16.4,14.7
0500000US36047,"Kings County, New York",21,23.2,30.7,19.4
0500000US36049,"Lewis County, New York",12.9,15.9,24,12.8
0500000US36051,"Livingston County, New York",13.9,28.6,42.9,13.6
0500000US36053,"Madison County, New York",10.6,38.2,23.2,10.6
0500000US36055,"Monroe County, New York",9.9,36.4,35.3,8.6
0500000US36057,"Montgomery County, New York",17.8,31.4,38.1,16.3
0500000US36059,"Nassau County, New York",4.4,10.4,13.8,3.8
0500000US36061,"New York County, New York",10.8,30.1,29.2,7.9
0500000US36063,"Niagara County, New York",11,38.8,24.3,10.8
0500000US36065,"Oneida County, New York",13.3,40.9,44.5,12.5
0500000US36067,"Onondaga County, New York",10.2,39.6,38.2,9.6
0500000US36069,"Ontario County, New York",9.4,33.2,29.6,8.9
0500000US36071,"Orange County, New York",11,19.3,15.7,10.9
0500000US36073,"Orleans County, New York",14.2,23.8,40.4,13.7
0500000US36075,"Oswego County, New York",18.1,28.5,47.5,17.9
0500000US36077,"Otsego County, New York",15.3,61.3,24.6,15.3
0500000US36079,"Putnam County, New York",4.8,10.9,15.2,4
0500000US36081,"Queens County, New York",12.8,14.4,19.1,9.7
0500000US36083,"Rensselaer County, New York",10.5,41.7,31.7,9.9
0500000US36085,"Richmond County, New York",9.5,24.9,22.3,7.6
0500000US36087,"Rockland County, New York",14.6,9.7,18.3,14.8
0500000US36089,"St. Lawrence County, New York",19.4,33.8,20.6,19.4
0500000US36091,"Saratoga County, New York",6.5,18.8,13.6,6.3
0500000US36093,"Schenectady County, New York",9.3,31.7,38.6,7.8
0500000US36095,"Schoharie County, New York",12.8,16.2,12.7,12.8
0500000US36097,"Schuyler County, New York",13,19,22.6,12.8
0500000US36099,"Seneca County, New York",12.4,11.2,29.1,12.1
0500000US36101,"Steuben County, New York",15.4,31,32.5,15.3
0500000US36103,"Suffolk County, New York",5.4,13.3,11.6,4.7
0500000US36105,"Sullivan County, New York",15.8,34.9,26.9,14.5
0500000US36107,"Tioga County, New York",9,17.9,16.3,8.9
0500000US36109,"Tompkins County, New York",16.1,50.4,34.9,15.5
0500000US36111,"Ulster County, New York",11.1,25,22.1,10.4
0500000US36113,"Warren County, New York",11.1,54.4,9.5,11.1
0500000US36115,"Washington County, New York",12.7,61.9,27.6,12.5
0500000US36117,"Wayne County, New York",10.8,34.8,19.9,10.6
0500000US36119,"Westchester County, New York",6.1,17.1,18.8,4.3
0500000US36121,"Wyoming County, New York",9.8,43.3,41.5,9.4
0500000US36123,"Yates County, New York",15.2,42.1,27.5,15
0500000US37001,"Alamance County, North Carolina",13.6,28,35.9,12.8
0500000US37003,"Alexander County, North Carolina",15.8,15.6,41.6,15.7
0500000US37005,"Alleghany County, North Carolina",18.6,23.3,38.9,18
0500000US37007,"Anson County, North Carolina",16.5,31.7,47.1,14.8
0500000US37009,"Ashe County, North Carolina",18.7,55.6,62.7,18
0500000US37011,"Avery County, North Carolina",17.5,68.5,56.8,16.2
0500000US37013,"Beaufort County, North Carolina",11.8,37.5,32.2,11.5
0500000US37015,"Bertie County, North Carolina",11.5,33.7,46.5,10.2
0500000US37017,"Bladen County, North Carolina",18.7,39.9,68.7,14.8
0500000US37019,"Brunswick County, North Carolina",14.1,31.2,26.2,13.8
0500000US37021,"Buncombe County, North Carolina",14.7,39.3,35,13.7
0500000US37023,"Burke County, North Carolina",18.8,32,51.7,17.9
0500000US37025,"Cabarrus County, North Carolina",11.4,19.9,29.7,9.3
0500000US37027,"Caldwell County, North Carolina",18.7,36.5,35.6,18.5
0500000US37029,"Camden County, North Carolina",4.5,20.8,0,4.6
0500000US37031,"Carteret County, North Carolina",13,35.9,36,12.4
0500000US37033,"Caswell County, North Carolina",18,27.1,36.3,17.6
0500000US37035,"Catawba County, North Carolina",12.5,31.7,36.5,11.2
0500000US37037,"Chatham County, North Carolina",12.3,20.1,39.8,8.8
0500000US37039,"Cherokee County, North Carolina",18.5,41,31.4,18.4
0500000US37041,"Chowan County, North Carolina",16.9,48.4,43.1,15.6
0500000US37043,"Clay County, North Carolina",21.9,94.7,89.5,21.6
0500000US37045,"Cleveland County, North Carolina",15.4,36.6,31.1,15
0500000US37047,"Columbus County, North Carolina",16.7,38.4,42.4,15.9
0500000US37049,"Craven County, North Carolina",10,31.1,33.2,9.2
0500000US37051,"Cumberland County, North Carolina",12.4,23.6,20.5,11.6
0500000US37053,"Currituck County, North Carolina",9.1,29,15.7,8.8
0500000US37055,"Dare County, North Carolina",7.8,38.8,9.2,7.8
0500000US37057,"Davidson County, North Carolina",14,33.4,28.1,13
0500000US37059,"Davie County, North Carolina",13.2,29.6,18.6,13
0500000US37061,"Duplin County, North Carolina",17.9,35,47.6,14.5
0500000US37063,"Durham County, North Carolina",12.9,23.4,32.9,8.4
0500000US37065,"Edgecombe County, North Carolina",14.4,32,44.2,12.9
0500000US37067,"Forsyth County, North Carolina",14.1,29.5,42.8,9.6
0500000US37069,"Franklin County, North Carolina",11.5,22.6,26.7,10.5
0500000US37071,"Gaston County, North Carolina",15.2,26.9,31.6,14.8
0500000US37073,"Gates County, North Carolina",11.1,26.4,4.9,11.4
0500000US37075,"Graham County, North Carolina",21.3,13.6,57.3,21
0500000US37077,"Granville County, North Carolina",11.2,22.8,35.9,9.8
0500000US37079,"Greene County, North Carolina",14.4,31.5,59.6,9.2
0500000US37081,"Guilford County, North Carolina",11.3,27,32.1,9.7
0500000US37083,"Halifax County, North Carolina",10.9,35.7,36.4,11
0500000US37085,"Harnett County, North Carolina",13.8,27.9,28.3,12.4
0500000US37087,"Haywood County, North Carolina",15.6,27.4,21.4,15.3
0500000US37089,"Henderson County, North Carolina",13.1,37.7,35.1,11.4
0500000US37091,"Hertford County, North Carolina",11.9,36,35,11.8
0500000US37093,"Hoke County, North Carolina",15.9,24.4,37,13.1
0500000US37095,"Hyde County, North Carolina",9.3,47.2,15.5,8.7
0500000US37097,"Iredell County, North Carolina",10.6,28.8,26.5,9.9
0500000US37099,"Jackson County, North Carolina",19.1,66.5,69.2,18.2
0500000US37101,"Johnston County, North Carolina",12.7,27.1,41.1,9.1
0500000US37103,"Jones County, North Carolina",14.4,29,44.2,12.2
0500000US37105,"Lee County, North Carolina",13.9,26.5,34,11.4
0500000US37107,"Lenoir County, North Carolina",13.4,34.8,58.2,11.2
0500000US37109,"Lincoln County, North Carolina",14.1,31.3,30.4,13.2
0500000US37111,"McDowell County, North Carolina",18,34.4,49.9,17.6
0500000US37113,"Macon County, North Carolina",19.3,13.2,48.1,18.7
0500000US37115,"Madison County, North Carolina",17.7,42.4,28.1,17.7
0500000US37117,"Martin County, North Carolina",16.9,27.7,52.8,16.4
0500000US37119,"Mecklenburg County, North Carolina",9.9,23.9,28.8,7.1
0500000US37121,"Mitchell County, North Carolina",18.1,100,54.3,17.5
0500000US37123,"Montgomery County, North Carolina",19.8,51.1,36.8,16.7
0500000US37125,"Moore County, North Carolina",12.2,33.5,45.6,9.8
0500000US37127,"Nash County, North Carolina",10.3,28,26.9,9.8
0500000US37129,"New Hanover County, North Carolina",15,31.8,40.4,13.6
0500000US37131,"Northampton County, North Carolina",10.4,35,24.9,10.3
0500000US37133,"Onslow County, North Carolina",12.3,21.8,19.2,12.3
0500000US37135,"Orange County, North Carolina",14.8,26.7,34.1,13.4
0500000US37137,"Pamlico County, North Carolina",10.9,21.4,0,11.3
0500000US37139,"Pasquotank County, North Carolina",11.5,31.4,33.4,10.1
0500000US37141,"Pender County, North Carolina",13.6,29.8,36.3,13.5
0500000US37143,"Perquimans County, North Carolina",13.6,35,23.8,13.1
0500000US37145,"Person County, North Carolina",14.8,33,28.6,14.3
0500000US37147,"Pitt County, North Carolina",17.7,33.1,33,17.2
0500000US37149,"Polk County, North Carolina",10.4,56.7,24.9,10.2
0500000US37151,"Randolph County, North Carolina",16.4,30.8,29.8,15.1
0500000US37153,"Richmond County, North Carolina",17.8,34.7,36.2,17.2
0500000US37155,"Robeson County, North Carolina",24.6,36.2,51.7,20.4
0500000US37157,"Rockingham County, North Carolina",15,28.4,37.8,14.5
0500000US37159,"Rowan County, North Carolina",14.4,36.2,27.8,13.9
0500000US37161,"Rutherford County, North Carolina",18.2,39.2,35,18.3
0500000US37163,"Sampson County, North Carolina",18.2,33.9,40.4,14.8
0500000US37165,"Scotland County, North Carolina",17.6,45.1,51.5,16.2
0500000US37167,"Stanly County, North Carolina",14.8,31.5,32.2,14
0500000US37169,"Stokes County, North Carolina",16.5,18.9,36.7,15.8
0500000US37171,"Surry County, North Carolina",18.5,33.9,39.8,16.6
0500000US37173,"Swain County, North Carolina",17.2,100,14.5,17.3
0500000US37175,"Transylvania County, North Carolina",12.1,41.9,28.1,12
0500000US37177,"Tyrrell County, North Carolina",17.1,35,25.8,17
0500000US37179,"Union County, North Carolina",7.8,16.9,23.8,6.4
0500000US37181,"Vance County, North Carolina",14.4,33.2,36.1,14
0500000US37183,"Wake County, North Carolina",8.8,18.4,28.3,6.4
0500000US37185,"Warren County, North Carolina",16.2,28.7,36.7,16.3
0500000US37187,"Washington County, North Carolina",13.6,34.3,26.7,12.1
0500000US37189,"Watauga County, North Carolina",30.7,42.5,54.1,30.5
0500000US37191,"Wayne County, North Carolina",14.6,28,49.8,14
0500000US37193,"Wilkes County, North Carolina",22.5,27.4,44.3,22.4
0500000US37195,"Wilson County, North Carolina",10.9,36.1,48.6,9.3
0500000US37197,"Yadkin County, North Carolina",16.1,26.1,49.4,14.9
0500000US37199,"Yancey County, North Carolina",20.7,10,58.5,19.7
0500000US38001,"Adams County, North Dakota",8.2,0,0,8.3
0500000US38003,"Barnes County, North Dakota",6.9,10.6,4.9,6.9
0500000US38005,"Benson County, North Dakota",12.3,-,6.7,12.4
0500000US38007,"Billings County, North Dakota",8.3,0,100,8.2
0500000US38009,"Bottineau County, North Dakota",10.2,0,15,10.1
0500000US38011,"Bowman County, North Dakota",8,33.3,3.3,7.9
0500000US38013,"Burke County, North Dakota",13.4,0,62.9,11.3
0500000US38015,"Burleigh County, North Dakota",6.3,11.4,13.1,6.2
0500000US38017,"Cass County, North Dakota",10.3,43.5,30.9,10.1
0500000US38019,"Cavalier County, North Dakota",4.6,0,-,4.6
0500000US38021,"Dickey County, North Dakota",8.1,36.7,3.7,8.3
0500000US38023,"Divide County, North Dakota",7.5,0,-,7.5
0500000US38025,"Dunn County, North Dakota",10.7,0,0,10.8
0500000US38027,"Eddy County, North Dakota",14.1,-,25.3,13.6
0500000US38029,"Emmons County, North Dakota",13.6,-,0,13.7
0500000US38031,"Foster County, North Dakota",11.3,100,0,11.5
0500000US38033,"Golden Valley County, North Dakota",7.1,-,0,7.2
0500000US38035,"Grand Forks County, North Dakota",15.9,46.2,27.3,15.4
0500000US38037,"Grant County, North Dakota",13.6,87.5,12.5,13.5
0500000US38039,"Griggs County, North Dakota",6.4,53.8,0,6.4
0500000US38041,"Hettinger County, North Dakota",8.6,-,0,8.7
0500000US38043,"Kidder County, North Dakota",8.9,-,14.2,8.5
0500000US38045,"LaMoure County, North Dakota",9,100,13.6,9
0500000US38047,"Logan County, North Dakota",8.9,100,0,9
0500000US38049,"McHenry County, North Dakota",13.5,50,26.8,13.3
0500000US38051,"McIntosh County, North Dakota",12.8,0,62.5,12.6
0500000US38053,"McKenzie County, North Dakota",6.5,0,54.3,4.6
0500000US38055,"McLean County, North Dakota",10.9,0,58.3,10
0500000US38057,"Mercer County, North Dakota",7.9,38.1,9.8,8.1
0500000US38059,"Morton County, North Dakota",8,0,31.2,7.6
0500000US38061,"Mountrail County, North Dakota",7.3,0,8.3,7.3
0500000US38063,"Nelson County, North Dakota",8.2,51.4,0,8.4
0500000US38065,"Oliver County, North Dakota",6.1,0,61.9,6.1
0500000US38067,"Pembina County, North Dakota",6.9,0,7.4,6.8
0500000US38069,"Pierce County, North Dakota",9,0,65.9,9
0500000US38071,"Ramsey County, North Dakota",8.3,0,0,8.4
0500000US38073,"Ransom County, North Dakota",8.4,0,17.3,8.3
0500000US38075,"Renville County, North Dakota",8.2,0,0,8.3
0500000US38077,"Richland County, North Dakota",10.3,0,26.5,10.1
0500000US38079,"Rolette County, North Dakota",14.1,52.8,78.9,13.2
0500000US38081,"Sargent County, North Dakota",6.1,33.3,13.3,5.9
0500000US38083,"Sheridan County, North Dakota",10.7,0,0,10.7
0500000US38085,"Sioux County, North Dakota",15.7,-,34.9,15.7
0500000US38087,"Slope County, North Dakota",7.5,0,100,7.1
0500000US38089,"Stark County, North Dakota",6.9,25.2,11.7,6.8
0500000US38091,"Steele County, North Dakota",6.7,-,3.3,6.7
0500000US38093,"Stutsman County, North Dakota",10.7,71.6,33.6,10.3
0500000US38095,"Towner County, North Dakota",9.1,-,89.5,8.6
0500000US38097,"Traill County, North Dakota",9.5,42.6,30.5,8.9
0500000US38099,"Walsh County, North Dakota",10.6,31.6,22.4,9
0500000US38101,"Ward County, North Dakota",8.2,14.5,15.9,8.2
0500000US38103,"Wells County, North Dakota",7.8,-,0,7.8
0500000US38105,"Williams County, North Dakota",7.3,67.9,34,6.1
0500000US39001,"Adams County, Ohio",24.7,78.4,33.5,24.7
0500000US39003,"Allen County, Ohio",15,41.2,37.5,14.6
0500000US39005,"Ashland County, Ohio",15.2,41.5,10.3,15.1
0500000US39007,"Ashtabula County, Ohio",18,40.6,44.1,17.2
0500000US39009,"Athens County, Ohio",29.9,60.2,43.4,29.7
0500000US39011,"Auglaize County, Ohio",9,45.7,28.8,8.8
0500000US39013,"Belmont County, Ohio",13.8,19.2,60.7,13.7
0500000US39015,"Brown County, Ohio",14.5,7.3,7.5,14.5
0500000US39017,"Butler County, Ohio",12.1,25.5,32.9,11.4
0500000US39019,"Carroll County, Ohio",16,15.8,3.4,16.1
0500000US39021,"Champaign County, Ohio",11.9,29.3,29.7,11.8
0500000US39023,"Clark County, Ohio",16.8,32.4,40.3,16.4
0500000US39025,"Clermont County, Ohio",10,26.3,23.5,10
0500000US39027,"Clinton County, Ohio",15.6,37.7,54.5,15.2
0500000US39029,"Columbiana County, Ohio",15.6,45.3,20.9,15.6
